what,kind,bundleId,bundleVersion,description,time
closed,view,org.eclipse.egit.ui,0.10.1,"org.eclipse.egit.ui.RepositoriesView",1297509469815
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.TaskList",1297509487583
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297509489487
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297509502027
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297509504616
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297509511902
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297509514616
opened,view,org.eclipse.egit.ui,0.10.1,"org.eclipse.egit.ui.RepositoriesView",1297509514694
activated,view,org.eclipse.egit.ui,0.10.1,"org.eclipse.egit.ui.RepositoriesView",1297509514741
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.views.showView",1297509514741
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.views.showView",1297509514741
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1297509577796
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1297509577952
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1297509577983
activated,view,org.eclipse.egit.ui,0.10.1,"org.eclipse.egit.ui.RepositoriesView",1297509583381
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297509583568
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297509586111
executed,command,org.eclipse.egit.ui,0.10.1,"org.eclipse.egit.ui.RepositoriesViewClone",1297509586126
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297509589699
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297509703082
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297509708504
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297509758607
executed,command,org.eclipse.egit.ui,0.10.1,"org.eclipse.egit.ui.RepositoriesViewClone",1297509758623
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297509758906
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297509759489
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297509780833
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297509816843
executed,command,org.eclipse.egit.ui,0.10.1,"org.eclipse.egit.ui.RepositoriesViewImportProjects",1297509816870
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297509822762
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297509827920
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297509842050
activated,view,org.eclipse.egit.ui,0.10.1,"org.eclipse.egit.ui.RepositoriesView",1297509845202
executed,command,org.eclipse.egit.ui,0.10.1,"org.eclipse.egit.ui.RepositoriesViewRemove",1297509851119
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297509851162
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297509852568
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297509856242
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297509859313
executed,command,org.eclipse.egit.ui,0.10.1,"org.eclipse.egit.ui.RepositoriesViewDelete",1297509859338
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297509859522
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297509862684
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297509865383
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297509897895
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297509898686
activated,view,org.eclipse.egit.ui,0.10.1,"org.eclipse.egit.ui.RepositoriesView",1297509905115
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297509940156
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297509940203
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297509940234
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297509940281
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297509940312
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297509940375
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297509940406
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297509940468
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297509940531
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297509952574
executed,command,org.eclipse.egit.ui,0.10.1,"org.eclipse.egit.ui.RepositoriesViewPush",1297509952605
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297510227930
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297510227977
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297510228008
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297510228070
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297510228086
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297510228164
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297510228179
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297510228257
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297510228382
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1297510256790
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1297510270955
