what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.server.core,1.1.204.v20100908,"org.eclipse.wst.server.core",1297501172922
started,bundle,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui",1297501172938
started,bundle,org.eclipse.wst.validation,1.2.200.v201005271900,"org.eclipse.wst.validation",1297501172953
started,bundle,org.eclipse.wst.web,1.1.401.v201007151900,"org.eclipse.wst.web",1297501172969
started,bundle,org.eclipse.wst.xml.core,1.1.502.v201009010342,"org.eclipse.wst.xml.core",1297501173000
started,bundle,oracle.eclipse.tools.glassfish,3.1.1.201009290929,"oracle.eclipse.tools.glassfish",1297501173016
os,sysinfo,,,"win32",1297501173016
arch,sysinfo,,,"x86",1297501173016
ws,sysinfo,,,"win32",1297501173016
locale,sysinfo,,,"it_IT",1297501173016
processors,sysinfo,,,"2",1297501173016
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1297501173016
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1297501173016
java.specification.name,sysinfo,,,"Java Platform API Specification",1297501173016
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1297501173016
java.specification.version,sysinfo,,,"1.6",1297501173016
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1297501173016
java.version,sysinfo,,,"1.6.0_23",1297501173016
java.vm.info,sysinfo,,,"mixed mode, sharing",1297501173016
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1297501173016
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1297501173016
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1297501173016
java.vm.specification.version,sysinfo,,,"1.0",1297501173016
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1297501173016
java.vm.version,sysinfo,,,"19.0-b09",1297501173016
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1297501173530
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1297501174092
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1297501174498
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1297501174576
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1297501174685
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1297501174716
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1297501175558
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1297501175558
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1297501175605
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1297501176307
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1297501176385
started,bundle,org.eclipse.jdt.apt.core,3.3.401.R36_v20100727-0110,"org.eclipse.jdt.apt.core",1297501179178
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1297501179224
started,bundle,org.eclipse.wst.dtd.core,1.1.400.v201004290328,"org.eclipse.wst.dtd.core",1297501180238
started,bundle,org.eclipse.wst.sse.ui,1.2.2.v201008232126,"org.eclipse.wst.sse.ui",1297501180426
started,bundle,org.eclipse.wst.html.ui,1.0.502.v201009010342,"org.eclipse.wst.html.ui",1297501180441
started,bundle,org.eclipse.wst.sse.core,1.1.502.v201008311901,"org.eclipse.wst.sse.core",1297501180660
started,bundle,org.eclipse.jst.jsf.common,1.2.1.v20100827,"org.eclipse.jst.jsf.common",1297501180987
started,bundle,org.eclipse.jst.jsf.core,1.3.2.v20100906,"org.eclipse.jst.jsf.core",1297501181034
started,bundle,org.eclipse.jst.jsp.core,1.2.302.v201008251735,"org.eclipse.jst.jsp.core",1297501182032
started,bundle,org.eclipse.wst.wsdl.validation,1.1.501.v201004201506,"org.eclipse.wst.wsdl.validation",1297501182610
started,bundle,org.eclipse.wst.xsd.core,1.1.502.v201008201521,"org.eclipse.wst.xsd.core",1297501182656
started,bundle,org.eclipse.wst.xsl.core,1.1.0.v201004290328,"org.eclipse.wst.xsl.core",1297501182766
started,bundle,org.eclipse.xsd,2.6.0.v20100914-1218,"org.eclipse.xsd",1297501183062
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1297501183109
started,bundle,org.eclipse.wst.wsi.ui,1.0.501.v201004201506,"org.eclipse.wst.wsi.ui",1297501183873
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297502017523
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297502017663
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297502021954
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297502758134
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297502758477
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1297502808225
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297503591752
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297503593671
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1297503616322
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297503616478
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297503672817
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.externalize.strings",1297503672848
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297503690695
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.integration",1297503692067
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1297503692114
started,bundle,org.eclipse.jst.servlet.ui,1.1.402.v201008261918,"org.eclipse.jst.servlet.ui",1297503692301
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.202.v201004211732,"org.eclipse.wst.ws.service.policy.ui",1297503696576
started,bundle,org.eclipse.wst.ws.service.policy,1.0.203.v201004211732,"org.eclipse.wst.ws.service.policy",1297503696607
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1297503696732
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1297503696732
started,bundle,org.eclipse.team.cvs.ssh2,3.2.300.I20100526-0800,"org.eclipse.team.cvs.ssh2",1297503705546
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297503706747
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297503723470
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1297503742908
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297503752159
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297503762720
started,bundle,org.eclipse.rse.core,3.1.101.v201009071110,"org.eclipse.rse.core",1297503762876
started,bundle,org.eclipse.rse.services,3.2.0.v201006041352,"org.eclipse.rse.services",1297503763609
started,bundle,org.eclipse.rse.ui,3.1.101.v201008191400,"org.eclipse.rse.ui",1297503764062
started,bundle,org.eclipse.rse.subsystems.files.core,3.2.1.v201008191400,"org.eclipse.rse.subsystems.files.core",1297503764062
started,bundle,org.eclipse.rse.subsystems.files.local,2.1.101.v200907301400,"org.eclipse.rse.subsystems.files.local",1297503764062
started,bundle,org.eclipse.rse.subsystems.shells.core,3.1.100.v201003010830,"org.eclipse.rse.subsystems.shells.core",1297503764186
started,bundle,org.eclipse.rse.subsystems.shells.local,2.1.100.v200905272300,"org.eclipse.rse.subsystems.shells.local",1297503764186
opened,view,org.eclipse.rse.ui,3.1.101.v201008191400,"org.eclipse.rse.ui.view.teamView",1297503764342
started,bundle,org.eclipse.rse.connectorservice.local,2.1.100.v200905272300,"org.eclipse.rse.connectorservice.local",1297503764342
started,bundle,org.eclipse.rse.services.local,2.1.201.v201009071110,"org.eclipse.rse.services.local",1297503764374
activated,view,org.eclipse.rse.ui,3.1.101.v201008191400,"org.eclipse.rse.ui.view.teamView",1297503764420
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.views.showView",1297503764420
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.views.showView",1297503764420
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1297503777899
closed,view,org.eclipse.rse.ui,3.1.101.v201008191400,"org.eclipse.rse.ui.view.teamView",1297503777914
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297503789396
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297505956284
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297505958255
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1297505964064
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1297505964114
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1297505966782
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297505968589
